2.409000000000000000e+03 5.240800000000000000e+04
5.240900000000000000e+04 1.024080000000000000e+05
1.024090000000000000e+05 1.524080000000000000e+05
1.524090000000000000e+05 2.024080000000000000e+05
2.024090000000000000e+05 2.524080000000000000e+05
2.524090000000000000e+05 3.024080000000000000e+05
3.024090000000000000e+05 3.524080000000000000e+05
3.524090000000000000e+05 4.024080000000000000e+05
4.024090000000000000e+05 4.524080000000000000e+05
4.524090000000000000e+05 5.024080000000000000e+05
5.024090000000000000e+05 5.524080000000000000e+05
5.524090000000000000e+05 6.024080000000000000e+05
6.024090000000000000e+05 6.524080000000000000e+05
6.524090000000000000e+05 7.024080000000000000e+05
7.024090000000000000e+05 7.524080000000000000e+05
7.524090000000000000e+05 8.024080000000000000e+05
8.024090000000000000e+05 8.524080000000000000e+05
8.524090000000000000e+05 9.024080000000000000e+05
9.024090000000000000e+05 9.524080000000000000e+05
9.524090000000000000e+05 9.983850000000000000e+05
