7.791000000000000000e+03 5.779000000000000000e+04
5.779100000000000000e+04 1.077900000000000000e+05
1.077910000000000000e+05 1.577900000000000000e+05
1.577910000000000000e+05 2.077900000000000000e+05
2.077910000000000000e+05 2.577900000000000000e+05
2.577910000000000000e+05 3.077900000000000000e+05
3.077910000000000000e+05 3.577900000000000000e+05
3.577910000000000000e+05 4.077900000000000000e+05
4.077910000000000000e+05 4.577900000000000000e+05
4.577910000000000000e+05 5.077900000000000000e+05
5.077910000000000000e+05 5.577900000000000000e+05
5.577910000000000000e+05 6.077900000000000000e+05
6.077910000000000000e+05 6.577900000000000000e+05
6.577910000000000000e+05 7.077900000000000000e+05
7.077910000000000000e+05 7.577900000000000000e+05
7.577910000000000000e+05 8.077900000000000000e+05
8.077910000000000000e+05 8.577900000000000000e+05
8.577910000000000000e+05 9.077900000000000000e+05
9.077910000000000000e+05 9.577900000000000000e+05
9.577910000000000000e+05 9.988020000000000000e+05
