GR,s,h,rho,rho_scaled,window,mean,sd
100,0.0,0.5,5e-08,4.9999999999999996e-06,0,3.989826361768308e-05,2.9232821348555816e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,20833,4.34313684879941e-05,3.0256560828981613e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,41666,4.270976232844193e-05,3.0885980868454764e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,62500,4.2374865539440384e-05,2.979381402679915e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,83333,4.072729946417776e-05,2.9711149181889394e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,104166,4.240836607431027e-05,2.990811393369451e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,125000,4.2015457857861274e-05,3.1315333797994115e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,145833,4.229126964001013e-05,3.0857474865671436e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,166666,3.975930227397125e-05,2.7045269346325713e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,187500,4.090623051365645e-05,2.9323832636209496e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,208333,4.0841790465804606e-05,2.794179006878071e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,229166,4.256272809107105e-05,2.940457165102745e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,250000,4.1016925369430884e-05,2.8956702877729234e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,270833,4.115763996292268e-05,2.9969265775922087e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,291666,4.140813652384913e-05,2.922571682979175e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,312500,4.109975790753614e-05,3.0175716513276413e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,333333,4.18171253044644e-05,3.087032575555072e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,354166,4.226115419380235e-05,2.978148765778307e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,375000,4.199681117673061e-05,2.94083404448947e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,395833,4.4043492195468795e-05,2.959773427757599e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,416666,4.120532727607426e-05,2.978851634027914e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,437500,4.1859695508370725e-05,2.8892225419116055e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,458333,4.043557982646643e-05,2.7882565348295967e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,479166,4.102170348706745e-05,2.8249582434528016e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,500000,3.770980151799897e-05,2.903410682870165e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,520833,3.936008386587631e-05,2.750814990894013e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,541666,4.059394374833552e-05,3.0316445276005902e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,562500,3.9565182736301654e-05,2.8806950739947478e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,583333,3.779867964646246e-05,2.7953523404427057e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,604166,4.087462977344384e-05,2.840201767364659e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,625000,4.01379901970242e-05,2.824136751686615e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,645833,3.9864358451225255e-05,3.0273290612409272e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,666666,4.0790170330987264e-05,2.955392784662486e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,687500,4.2954771690254926e-05,3.0749658657059476e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,708333,4.026501280800929e-05,2.9413399159944712e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,729166,4.04156443188993e-05,2.792707267927106e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,750000,3.9854229059556826e-05,2.9279326974828003e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,770833,3.805408113177476e-05,2.7683146901472902e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,791666,4.501974485700171e-05,3.377714906452027e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,812500,4.3466763882989124e-05,3.0131257761789435e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,833333,4.045972942399905e-05,2.8318189584193012e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,854166,4.0986915039455384e-05,3.05471910894059e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,875000,3.862056285957681e-05,2.7757903945287118e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,895833,3.996788492368941e-05,3.0170563649436198e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,916666,4.263997324836253e-05,3.0823278284343966e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,937500,4.1894730682561544e-05,2.8294030731832078e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,958333,4.117165896713071e-05,2.8951959539077214e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,979166,4.115831599374923e-05,2.961345487326046e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,1000000,4.333679651889959e-05,2.946651796665625e-05
100,0.0,0.5,5e-08,4.9999999999999996e-06,chr2,4.14166799931521e-05,5.840127320673537e-06
50,0.0,0.5,5e-08,2.4999999999999998e-06,0,4.1646785274459236e-05,3.192427885734576e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,20833,4.029821727098418e-05,2.8525690602909198e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,41666,3.984463019398358e-05,2.868264167801982e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,62500,4.212328831609933e-05,3.024047713249767e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,83333,4.153390786465811e-05,3.1308148918339024e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,104166,4.166750043801567e-05,3.114241931902684e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,125000,4.045528970221915e-05,2.9746096597696936e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,145833,4.220485118851825e-05,3.066673197112124e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,166666,3.9553986284154545e-05,3.0396770552012576e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,187500,3.921739201629107e-05,2.918574223207058e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,208333,4.1093002533808505e-05,2.9314950064283414e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,229166,4.09548948640589e-05,2.9559212453003052e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,250000,4.139616501440941e-05,3.138035108875622e-05
50,0.0,0.5,5e-08,2.4999999999999998e-06,270833,4.0967117698772755e-05,2.8265985909676342e-05
