3.606000000000000000e+03 5.360500000000000000e+04
5.360600000000000000e+04 1.036050000000000000e+05
1.036060000000000000e+05 1.536050000000000000e+05
1.536060000000000000e+05 2.036050000000000000e+05
2.036060000000000000e+05 2.536050000000000000e+05
2.536060000000000000e+05 3.036050000000000000e+05
3.036060000000000000e+05 3.536050000000000000e+05
3.536060000000000000e+05 4.036050000000000000e+05
4.036060000000000000e+05 4.536050000000000000e+05
4.536060000000000000e+05 5.036050000000000000e+05
5.036060000000000000e+05 5.536050000000000000e+05
5.536060000000000000e+05 6.036050000000000000e+05
6.036060000000000000e+05 6.536050000000000000e+05
6.536060000000000000e+05 7.036050000000000000e+05
7.036060000000000000e+05 7.536050000000000000e+05
7.536060000000000000e+05 8.036050000000000000e+05
8.036060000000000000e+05 8.536050000000000000e+05
8.536060000000000000e+05 9.036050000000000000e+05
9.036060000000000000e+05 9.536050000000000000e+05
9.536060000000000000e+05 9.870670000000000000e+05
