GR,s,h,rho,rho_scaled,window,mean,sd
250,0.1,0.5,5e-08,1.2499999999999999e-05,0,2.4637622705960094e-05,2.338397001041648e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,20833,2.520693935201286e-05,2.3484339575362947e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,41666,2.5337975838013814e-05,2.6262312057682182e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,62500,2.6170766863037696e-05,2.605929727455123e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,83333,2.5890169659498315e-05,2.6267233068011523e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,104166,2.4780388573517584e-05,2.379809315867263e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,125000,2.5717321034192703e-05,2.6521847546537614e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,145833,2.4571391423146454e-05,2.5376658972935107e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,166666,2.3773852691702034e-05,2.3182853588012423e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,187500,2.4911178332939784e-05,2.6273919540957464e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,208333,2.539340543120753e-05,2.60936811325994e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,229166,2.4416738269022153e-05,2.3576285399191343e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,250000,2.4436971518472795e-05,2.533264384380006e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,270833,2.7209258771338958e-05,2.693099972140486e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,291666,2.4787583120555516e-05,2.4959332703097534e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,312500,2.656398488073685e-05,2.5029919846565098e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,333333,2.3137678077325875e-05,2.281514594012441e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,354166,2.674977492910575e-05,2.5455637195413464e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,375000,2.6182910750565585e-05,2.7819591558697547e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,395833,2.474598995390099e-05,2.5766746536633547e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,416666,2.684857412032055e-05,2.713068532285493e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,437500,2.563215780698214e-05,2.5432767983014534e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,458333,2.0907205656049883e-05,2.1370082822359248e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,479166,1.8076047771492174e-05,1.9302317611922784e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,500000,8.913661286848498e-06,1.0447365607907447e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,520833,1.814429234318851e-05,1.9890608457734684e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,541666,2.463473107045541e-05,2.582476194745191e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,562500,2.6057188749752022e-05,2.5607316454625248e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,583333,2.553674863895963e-05,2.4795536114801786e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,604166,2.6720197346839328e-05,2.49908673461406e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,625000,2.734241950923265e-05,2.735136694160183e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,645833,2.356997758510689e-05,2.5125274497286064e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,666666,2.534100070587024e-05,2.4984804560748553e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,687500,2.6875689371331086e-05,2.5812335540733232e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,708333,2.4833696318133332e-05,2.50917578919844e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,729166,2.6671681032383617e-05,2.6289329819468322e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,750000,2.4385092395579937e-05,2.41096336051074e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,770833,2.366031405466932e-05,2.343198877957127e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,791666,2.385606692228995e-05,2.4069943375424656e-05
250,0.1,0.5,5e-08,1.2499999999999999e-05,812500,2.5580039284476174e-05,2.736419515754379e-05
