1.608600000000000000e+04 6.608500000000000000e+04
6.608600000000000000e+04 1.160850000000000000e+05
1.160860000000000000e+05 1.660850000000000000e+05
1.660860000000000000e+05 2.160850000000000000e+05
2.160860000000000000e+05 2.660850000000000000e+05
2.660860000000000000e+05 3.160850000000000000e+05
3.160860000000000000e+05 3.660850000000000000e+05
3.660860000000000000e+05 4.160850000000000000e+05
4.160860000000000000e+05 4.660850000000000000e+05
4.660860000000000000e+05 5.160850000000000000e+05
5.160860000000000000e+05 5.660850000000000000e+05
5.660860000000000000e+05 6.160850000000000000e+05
6.160860000000000000e+05 6.660850000000000000e+05
6.660860000000000000e+05 7.160850000000000000e+05
7.160860000000000000e+05 7.660850000000000000e+05
7.660860000000000000e+05 8.160850000000000000e+05
8.160860000000000000e+05 8.660850000000000000e+05
8.660860000000000000e+05 9.160850000000000000e+05
9.160860000000000000e+05 9.660850000000000000e+05
9.660860000000000000e+05 9.953370000000000000e+05
