0.01,1783.8435401639906
0.01,2778.3332000788027
0.01,3182.7176779784463
0.01,3104.4705361092847
0.01,2854.206857872508
0.01,2018.7003439259954
0.01,3110.279837305223
0.01,1507.773760002938
0.01,2156.2449231513897
0.01,1186.4521998420958
0.01,3408.4714465470843
0.01,2298.6466335046152
0.01,2600.198425098701
0.01,2747.1528446532666
0.01,2761.840054023494
0.01,2519.9173343986954
0.01,2306.9015429904825
0.01,2875.9128589233665
0.01,2389.239350010716
0.01,2302.1050196348033
0.01,1969.0290505956898
0.01,2098.9878597073075
0.01,1681.2998874906893
0.01,2604.613999106356
0.01,3181.1893448759465
0.01,1175.0617001774149
0.01,2293.0865580398468
0.01,3057.8185398561727
0.01,2955.586694836926
0.01,2648.023370725703
0.01,1933.948204175353
0.01,3305.4096799629624
0.01,2446.805268934805
0.01,2418.1959267332372
0.01,2316.722629784712
0.01,2254.7983219588295
0.01,2745.484758252802
0.01,1890.2867927571294
0.01,1359.952479607095
0.01,2328.3350025413615
0.01,1873.4396837890542
0.01,2497.7470527744645
0.01,3048.2191149144373
0.01,3945.208297107336
0.01,2041.200624582681
0.01,2386.4425299793697
0.01,2757.789530759761
0.01,3126.612685837286
0.01,1436.8815746619582
0.01,2388.809487370383
0.01,2663.949608457246
0.01,2531.9679445914703
0.01,3140.4017283502203
0.01,2470.203688169733
0.01,3131.1417828933522
0.01,1393.8347468896984
0.01,3046.2319010707
0.01,3143.9947978039313
0.01,2758.1181039583553
0.01,2907.2847320349997
0.01,1603.3912005096586
0.01,2337.1118248667103
0.01,3373.4048616729633
0.01,2688.3012567138926
0.01,3373.9106612872215
0.01,2175.45583632486
0.01,1463.7698597928575
0.01,2520.124572479915
0.01,3590.7475021185396
0.01,2416.100222859412
0.01,2219.6234538502094
0.01,2904.065290921017
0.01,2485.101355588398
0.01,3626.554267870805
0.01,1529.2578387504332
0.01,2990.161548063947
0.01,2307.9560050708087
0.01,3429.480249218656
0.01,1425.0422849026384
0.01,3608.3968672253127
0.01,2613.2231292339006
0.01,2315.4847070216156
0.01,3660.2615316443594
0.01,2890.278769862949
0.01,2709.6616403060398
0.01,1738.9920477961098
0.01,2409.993447296407
0.01,2113.1951229334077
0.01,2441.965081009872
0.01,2864.096082540651
0.01,3541.255293956426
0.01,1747.3659581344064
0.01,3938.3256051757453
0.01,3591.7463609895967
0.01,1993.874890397388
0.01,2594.454866684377
0.01,3008.9134802735643
0.01,1490.305168159659
0.01,1621.5769220318248
0.01,2559.5541065149655
