2.259000000000000000e+03 5.225800000000000000e+04
5.225900000000000000e+04 1.022580000000000000e+05
1.022590000000000000e+05 1.522580000000000000e+05
1.522590000000000000e+05 2.022580000000000000e+05
2.022590000000000000e+05 2.522580000000000000e+05
2.522590000000000000e+05 3.022580000000000000e+05
3.022590000000000000e+05 3.522580000000000000e+05
3.522590000000000000e+05 4.022580000000000000e+05
4.022590000000000000e+05 4.522580000000000000e+05
4.522590000000000000e+05 5.022580000000000000e+05
5.022590000000000000e+05 5.522580000000000000e+05
5.522590000000000000e+05 6.022580000000000000e+05
6.022590000000000000e+05 6.522580000000000000e+05
6.522590000000000000e+05 7.022580000000000000e+05
7.022590000000000000e+05 7.522580000000000000e+05
7.522590000000000000e+05 8.022580000000000000e+05
8.022590000000000000e+05 8.522580000000000000e+05
8.522590000000000000e+05 9.022580000000000000e+05
9.022590000000000000e+05 9.522580000000000000e+05
9.522590000000000000e+05 9.974300000000000000e+05
