2.3335513317272368e-05,6.677842367462558e-06,7.322973156649575e-06,7.389209867447784e-05,1.331874976607853e-05,4.253431012372722e-05,3.864439547928284e-05,1.2346128919785127e-05,7.417772910022477e-05,2.8321734111561337e-05,4.3435523363583896e-05,6.605696061648893e-05,9.15302171103447e-05,3.3857054776036196e-05,6.688430391865246e-05,4.8256767963691446e-05,8.745461923494383e-05,4.2472751842316245e-05,1.3487989705989893e-05,4.900039200313602e-07,3.360343465662298e-05,2.5497440160425808e-05,3.865860072609224e-06,1.8558590679780716e-05,0.0,9.354396443211747e-06,3.545510776146511e-05,4.623273167089859e-05,5.999223873187971e-05,4.055459579355027e-05,7.526977826069935e-05,4.262295404895902e-05,6.33385469093803e-05,4.795143888789302e-05,4.786279496266121e-05,1.8361604179265597e-05,4.65234694221758e-05,3.690542087150768e-05,3.357142435028928e-05,1.0846569184613778e-05,2.6864034007749452e-05,2.8661535824949914e-06,1.1579776485445505e-05,1.0514154464994514e-05,7.133866116155058e-05,5.812825397075537e-05,4.446970249128827e-05,9.44304036844355e-06,2.9022076426524805e-05
7.360400591747447e-05,1.1742857761957573e-05,4.547433364391538e-05,2.1067706230092053e-05,7.391918431829868e-06,6.961010461953042e-06,2.9681948869242083e-05,2.7610120378450465e-05,2.8186305892457185e-05,3.0806226349308284e-05,1.8455172767010278e-05,3.2047241302553534e-05,0.00010370831077332864,2.5327539303731515e-05,3.9210162927534574e-05,3.193643639601378e-05,3.7092558046997037e-05,9.063841354951945e-06,1.4465487317030051e-05,7.577824441691011e-05,6.692370121875549e-05,5.7273825024771055e-06,0.00010277524431250727,6.533549755835232e-05,1.4650153112566606e-06,5.747081152528616e-06,1.1836426349702255e-05,4.801545950056042e-06,4.615393707069254e-05,3.343845846244157e-05,4.07840564968997e-05,8.580978195564258e-05,5.335871832703305e-05,5.9184594079767714e-05,3.681923927753231e-05,4.686308847254698e-05,0.0,1.926035508786583e-05,1.564811513466982e-05,4.6392783202567124e-05,1.1757631749496208e-05,2.8910231281850252e-05,3.3855395848368203e-06,3.2510159578764074e-05,4.0251729049008275e-05,2.1872888550947606e-05,5.72639756997453e-05,5.304107759495242e-05,8.84672271150451e-06
0.00010475495864268422,4.774460306235213e-05,4.0842688550553636e-05,1.808828540980087e-05,2.5908649480251122e-05,8.686858439591134e-05,4.106721071672242e-05,1.1134661941617142e-05,9.750831775498426e-07,2.4886782008828934e-05,0.0,4.799822318176535e-05,8.14991710967991e-06,2.8939779256927525e-05,8.95796111092507e-06,4.183993270941143e-05,1.6647821624784056e-05,4.867536427728608e-05,1.2064831975054852e-05,2.3140989148013686e-05,2.6972376583032765e-05,0.00010803970853877386,2.8991488213312738e-05,2.5588546416914048e-05,2.3910527206072994e-05,2.8939779256927525e-05,1.4244586318499595e-05,6.237085072559977e-06,7.867148364322593e-06,3.024235249158375e-05,2.9095942744739426e-05,3.404419195152556e-05,4.8480840108027405e-05,7.104318141077792e-05,5.6584372272968126e-06,3.740281178530836e-05,0.00010531120987858593,3.3758561525778636e-06,9.532176759926642e-05,6.479132235067931e-05,4.732108208624464e-05,2.4502658332824453e-05,9.750354004330044e-07,1.238798855114459e-05,1.1462151998723529e-05,5.156367884108902e-05,3.2180207190401236e-05,4.6986205035368926e-05,3.194964483843097e-05
4.7114246260703754e-05,1.4515442756707883e-05,2.9146615082468402e-05,5.551079584516074e-05,2.3763958955892754e-05,5.119925381513604e-05,5.630336995379169e-05,0.00012058036162781764,8.037541687268171e-05,0.00012442652305037535,8.695476598988672e-05,2.5499902491682248e-05,6.573363657919172e-05,0.00010088171157630566,8.563988109894829e-06,4.762148649953019e-06,7.520205890290339e-05,0.0,4.9502744256832204e-05,1.539941967776948e-05,5.116724350880234e-05,7.057780080331095e-05,2.5790457579942045e-05,2.402250373781885e-05,1.4849592171746083e-05,2.4450949376439236e-06,2.528567967237205e-05,3.014385924132619e-05,5.583828590226712e-05,2.9301741951624054e-06,4.101057987275788e-05,7.985832730882953e-05,2.3367523623606075e-05,7.716946157679814e-06,2.8068113992148118e-05,1.3237492834616044e-05,1.4650153112566606e-06,1.2208238369424545e-05,4.762148649953018e-06,2.9951797403323955e-05,4.524041217455368e-05,3.750130503556591e-05,6.651908176287385e-05,4.8968381696802315e-05,4.1064298363633135e-05,6.900683346170286e-05,4.887973777157052e-05,4.331240680076194e-06,8.515309163781572e-05
6.501539449501525e-05,7.789831162870409e-05,5.954163211195136e-05,7.302535807221133e-05,5.745603753774755e-05,1.930467705048173e-06,1.986757738912604e-05,3.959182427228262e-05,2.8570429568461673e-05,3.059939052376741e-05,1.4700117600940808e-06,2.880681336907982e-05,6.989969692649636e-05,5.084221578295239e-05,3.716642798469021e-05,5.677397177971394e-05,4.384427035215276e-05,3.939237544051106e-05,2.773187806837608e-05,1.693345205053098e-05,8.864392523180387e-06,2.7063482839521012e-05,3.954750230966672e-05,4.375562642692096e-06,4.271935403412279e-06,1.1560645248981088e-05,6.090083896550569e-05,2.9055508825980155e-06,0.000112937285407831,6.953131001932438e-05,3.560848980066189e-05,6.113722276612385e-05,3.865860072609224e-06,6.769441090202087e-05,7.544582969729084e-06,2.026498624049294e-05,2.1699462080848655e-05,6.156566840474423e-05,2.178670695697224e-05,1.608641009831596e-05,5.168433307265453e-06,5.233931318686731e-05,8.256777050030396e-05,4.7803699012506674e-05,1.2833670508560049e-05,1.5352635383897143e-05,7.657850207525278e-05,2.344878055506856e-05,2.4944655661077698e-05
7.540150773467495e-05,2.3707325336994658e-05,9.750831775498426e-07,1.501283367050856e-05,2.9141690419955522e-05,4.8756621208748564e-05,1.7801782689723794e-05,4.512714493675748e-05,6.028525615139594e-05,3.241166632850651e-05,4.1495206333509965e-05,5.393736617229622e-05,4.359836322087679e-05,4.5730416094585034e-05,3.6930044184072065e-05,3.927910820271486e-05,3.0786527699256775e-05,4.459528138536666e-05,3.019408867553013e-05,6.163215134866808e-06,3.841236760044834e-06,2.5623019054504196e-05,7.049654387184846e-05,1.113958660413002e-05,2.9145186956882504e-05,3.817352146857375e-05,1.1971854568806399e-05,2.4832610721187278e-05,4.900039200313602e-07,0.0,0.00010946742138346195,1.2720403270763856e-05,4.641248185261864e-05,9.800078400627205e-07,9.800078400627205e-07,3.2428902647301585e-05,4.288432214480211e-05,9.945355944757105e-06,9.608262795750608e-05,3.260372816650875e-05,5.062306830112932e-05,1.6935914381787416e-05,1.6132403898073343e-05,3.520887463582121e-05,3.302724914261626e-05,3.0968740212233256e-05,1.6645359293527612e-05,4.5252723830835866e-05,6.912656279584998e-05
5.791403115144519e-05,0.00010386359472785329,3.9269258877689115e-05,3.517440199823106e-05,6.478147302565355e-05,3.659516713319636e-05,4.220721422783475e-05,9.750831775498426e-07,3.51448540231538e-05,3.5477268742773064e-05,2.927219397654679e-05,2.6098248986996917e-05,4.5853748137029896e-05,5.7224578399642275e-05,2.6726143457388866e-05,1.4650870975812027e-06,2.0757452491780737e-05,7.681734820712736e-05,6.901576331852807e-06,8.098607502427859e-06,1.9637091770100994e-05,4.355863992640584e-05,1.4650870975812027e-06,2.403235306284461e-05,2.1418770071633092e-05,2.2042789407641895e-05,1.2818896521021415e-05,2.1291778374428002e-05,3.209895025893876e-05,3.816613447480444e-06,5.3109882796312886e-06,3.143165848844379e-05,0.00014553116424931398,4.900039200313602e-07,0.0,6.039852338919214e-05,5.738428041033232e-05,1.8263110929008036e-05,4.766580846214609e-05,5.687985202374081e-06,4.007444119854467e-05,3.1660655295292616e-05,5.32970108024566e-05,7.374682113034792e-05,5.046547910071723e-05,5.653512564783935e-06,7.119830827993358e-05,2.9885314459400098e-05,3.66746269935596e-05
2.1267155061863613e-05,7.18631377191721e-05,6.404031131746541e-05,9.303426186203458e-05,2.2165905970463846e-05,5.913780978589536e-05,8.078513002072443e-05,7.076001331628742e-05,3.180100817690964e-05,7.132388717401197e-05,1.9459803919637387e-05,6.390980776087414e-05,1.6856293816576635e-05,0.00010312243301966516,2.6561167263207454e-05,7.846218548642862e-05,4.9354967704063246e-05,5.6035272402782244e-05,6.638366017948037e-05,2.48843196775725e-05,3.3428609137415814e-05,1.9068293249863585e-05,4.7084698285626484e-05,4.171681614658947e-05,2.65303192920849e-05,2.4450949376439236e-06,1.898949864965754e-05,2.087810672334625e-05,5.311248520138915e-06,2.9205711032622936e-05,2.1113455956345992e-05,4.4642065679238995e-05,9.095112961908721e-05,9.7074947453851e-05,7.986817663385529e-05,1.4387401531373056e-05,9.126429836477207e-05,1.6620735980963226e-05,7.466280835774325e-05,2.2582039952802034e-05,7.534241178452042e-05,2.4204716250795337e-06,7.738727938285184e-06,1.4899566432712367e-05,5.5252251063234634e-05,8.63539571633156e-06,1.4650870975812027e-06,5.561175142667473e-05,4.25420748704077e-05
5.9147659110921123e-05,2.4271199194719186e-05,2.709056848334183e-05,2.1124339848990146e-05,1.0024150544963154e-05,3.9318505502817894e-05,1.2315977456984566e-05,7.5396583072162065e-06,1.64360611367303e-05,1.2550502414069564e-05,1.4020514174163644e-05,5.7618551400672514e-05,5.6310756585613144e-05,5.6879852023740815e-05,7.435747928194481e-05,0.0,4.6666101972031855e-05,9.762897198654977e-05,4.543763454442087e-05,4.2164960435261376e-05,1.5904197585339477e-05,3.307649576774504e-05,7.1087503373393826e-06,2.6285386162486285e-05,2.8660131467273156e-06,2.579784457371136e-05,6.508433977019554e-05,1.9883324895744896e-05,0.0,2.180394327576731e-05,2.649584834358475e-05,1.3663476141979991e-05,6.372513291664123e-05,5.474008616189532e-05,2.174977198812566e-05,3.504143611038336e-05,3.208014200061014e-05,5.076588351400278e-05,2.405943870666543e-05,1.945241692586807e-06,0.00011375970404748163,1.2444622170042687e-05,1.515736849764034e-05,7.86764083057388e-05,2.9104755451108936e-06,4.204430620369586e-05,3.289182092351211e-05,3.717627730971596e-05,2.2406116525101866e-05
4.821244600107555e-06,9.37483379264019e-05,6.904869309306233e-05,4.2758382268063164e-05,7.060981110964466e-05,7.672624195063913e-06,5.9319577947555406e-05,6.47396133942941e-05,4.492523377372949e-05,1.0009376557424521e-05,1.8868844418092032e-05,3.845176490055136e-05,3.545583274301834e-05,4.532413143727261e-05,4.025911604277759e-05,4.458543206034091e-05,5.148734657213942e-05,1.661827364970679e-05,5.612362857946945e-05,3.251508424127694e-05,5.182961061678443e-05,4.1793148415539086e-05,2.9720338265218685e-05,2.6255838187409015e-05,9.1471124055773e-06,6.7073903425398245e-06,9.93550661973135e-06,6.004148535700848e-05,1.9023971287247687e-05,9.572066526280953e-05,2.0758897628915808e-05,5.7278749687283934e-05,7.058026313456739e-05,5.069940057007894e-05,6.901914511798505e-05,1.2717940939507417e-05,9.770297910247991e-05,5.354339317126597e-05,7.944958032026065e-05,2.7319565290190658e-05,0.00011605952144099564,9.515186674257212e-05,2.8024881130627413e-05,1.023098637050403e-05,2.8265100492663237e-05,7.609588514899075e-05,6.751712305155727e-06,3.775000049246625e-05,1.4182333097207336e-05
